Gly (mol/L),DMSO (mol/L),PG (mol/L),EG (mol/L),FA (mol/L),Exp Time (min),Temp (°C),Cell Viab (%)
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,10,25.2,0.96750527474562
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.6823024792657
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.74631114060495
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.75696023937114
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.77732176472339
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.71106805132507
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.67144912833381
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.63858775995132
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.73161127362832
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.75344158951952
0.0,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.68967334623744
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,5,25.75,0.6653174263779
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,5,25.75,0.68377797839473
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,5,25.75,0.64589222086419
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,5,25.75,0.69275906672528
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,5,25.75,0.7328221021837
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,10,25.2,0.39452722206303
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,10,25.2,0.35882762524751
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,10,25.2,0.57787099894762
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,10,25.2,0.40147234926756
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,10,25.2,0.45856679485918
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,10,25.2,0.42347670781587
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,30,25.75,0.29884050715131
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,30,25.75,0.3156007934557
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,30,25.75,0.40217488220824
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,30,25.75,0.36360198023858
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,30,25.75,0.34398950826601
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,60,25.5,0.25572648389472
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,60,25.5,0.012377890116404
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,60,25.5,0.22418508768892
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,60,25.5,0.24500357224883
0.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,60,25.5,0.24020019348136
